,Packing Type,Height,specific area,Corrugation angle,"S, Channel Side","B, Channel Base","h, Crimp height",packing element height,void fraction,LP/A,L,uG,T Corr,DelP,k OH E-3,DCO2 E9,HCO2 E-5,[OH-],CO2 in,CO2 out,Fractional Area,ReL,WeL E4,FrL,Who?,Glycerol,[alk]
1171,Montz Pak B1-250M,5,244,45,,,,207,0.98,,3.33846944,2.75,,,,,,,,,0.528455776,,,,"Z,E,S,2011",,
1172,Montz Pak B1-250M,5,244,45,,,,207,0.98,,3.364149974,2.75,,,,,,,,,0.50611253,,,,"Z,E,S,2011",,
1173,Montz Pak B1-250M,5,244,45,,,,207,0.98,,5.059065229,2.75,,,,,,,,,0.674393667,,,,"Z,E,S,2011",,
1174,Montz Pak B1-250M,5,244,45,,,,207,0.98,,10.47765794,2.75,,,,,,,,,0.946606203,,,,"Z,E,S,2011",,
1175,Montz Pak B1-250M,5,244,45,,,,207,0.98,,10.73446328,2.75,,,,,,,,,0.924269033,,,,"Z,E,S,2011",,
1176,Montz Pak B1-250M,5,244,45,,,,207,0.98,,15.5624037,2.75,,,,,,,,,0.909938114,,,,"Z,E,S,2011",,
1177,Montz Pak B1-250M,5,244,45,,,,207,0.98,,15.58808423,2.75,,,,,,,,,1.029544484,,,,"Z,E,S,2011",,
1178,Montz Pak B1-250M,5,244,45,,,,207,0.98,,20.67282999,2.75,,,,,,,,,1.065165551,,,,"Z,E,S,2011",,
1179,Montz Pak B1-250M,5,244,45,,,,207,0.98,,20.9039548,2.75,,,,,,,,,1.126945997,,,,"Z,E,S,2011",,
1180,Montz Pak B1-250M,5,244,45,,,,207,0.98,,25.88597843,2.75,,,,,,,,,1.054787802,,,,"Z,E,S,2011",,
1181,Montz Pak B1-250M,5,244,45,,,,207,0.98,,25.98870056,2.75,,,,,,,,,1.148109232,,,,"Z,E,S,2011",,
1182,Montz Pak B1-250M,5,244,45,,,,207,0.98,,35.82434515,2.75,,,,,,,,,1.215399545,,,,"Z,E,S,2011",,
1183,Montz Pak B1-250M,5,244,45,,,,207,0.98,,35.87570621,2.75,,,,,,,,,1.185170884,,,,"Z,E,S,2011",,
1184,Montz Pak B1-250M,5,244,45,,,,207,0.98,,35.87570621,2.75,,,,,,,,,1.166770008,,,,"Z,E,S,2011",,
1185,Montz Pak B1-250M,5,244,45,,,,207,0.98,,35.87570621,2.75,,,,,,,,,1.124710862,,,,"Z,E,S,2011",,
1186,Montz Pak B1-250M,5,244,45,,,,207,0.98,,36.20955316,2.75,,,,,,,,,1.111576155,,,,"Z,E,S,2011",,
1187,Montz Pak B1-250M,5,244,45,,,,207,0.98,,35.87570621,2.75,,,,,,,,,1.077394323,,,,"Z,E,S,2011",,
1188,Montz Pak B1-250M,5,244,45,,,,207,0.98,,45.7113508,2.75,,,,,,,,,1.253775545,,,,"Z,E,S,2011",,
1189,Montz Pak B1-250M,5,244,45,,,,207,0.98,,45.76271186,2.75,,,,,,,,,1.209089053,,,,"Z,E,S,2011",,
1190,Montz Pak B1-250M,5,244,45,,,,207,0.98,,45.89111454,2.75,,,,,,,,,1.17623372,,,,"Z,E,S,2011",,
1191,Montz Pak B1-250M,5,244,45,,,,207,0.98,,46.25064201,2.75,,,,,,,,,1.165728385,,,,"Z,E,S,2011",,
1192,Montz Pak B1-250M,5,244,45,,,,207,0.98,,45.81407293,2.75,,,,,,,,,1.152573426,,,,"Z,E,S,2011",,
1193,Montz Pak B1-250M,5,244,45,,,,207,0.98,,46.01951721,2.75,,,,,,,,,1.085547063,,,,"Z,E,S,2011",,
1194,Montz Pak B1-250M,5,244,45,,,,207,0.98,,3.364149974,1.5,,,,,,,,,0.375992048,,,,"Z,E,S,2011",,
1195,Montz Pak B1-250M,5,244,45,,,,207,0.98,,3.364149974,1.5,,,,,,,,,0.519256013,,,,"Z,E,S,2011",,
1196,Montz Pak B1-250M,5,244,45,,,,207,0.98,,5.033384694,1.5,,,,,,,,,0.654677767,,,,"Z,E,S,2011",,
1197,Montz Pak B1-250M,5,244,45,,,,207,0.98,,5.161787365,1.5,,,,,,,,,0.719084209,,,,"Z,E,S,2011",,
1198,Montz Pak B1-250M,5,244,45,,,,207,0.98,,10.50333847,1.5,,,,,,,,,0.912433823,,,,"Z,E,S,2011",,
1199,Montz Pak B1-250M,5,244,45,,,,207,0.98,,10.70878274,1.5,,,,,,,,,0.880894864,,,,"Z,E,S,2011",,
1200,Montz Pak B1-250M,5,244,45,,,,207,0.98,,15.58808423,1.5,,,,,,,,,0.953312283,,,,"Z,E,S,2011",,
1201,Montz Pak B1-250M,5,244,45,,,,207,0.98,,15.5624037,1.5,,,,,,,,,0.832391564,,,,"Z,E,S,2011",,
1202,Montz Pak B1-250M,5,244,45,,,,207,0.98,,20.87827427,1.5,,,,,,,,,1.033626592,,,,"Z,E,S,2011",,
1203,Montz Pak B1-250M,5,244,45,,,,207,0.98,,20.8269132,1.5,,,,,,,,,0.982365658,,,,"Z,E,S,2011",,
1204,Montz Pak B1-250M,5,244,45,,,,207,0.98,,25.98870056,1.5,,,,,,,,,0.999587874,,,,"Z,E,S,2011",,
1205,Montz Pak B1-250M,5,244,45,,,,207,0.98,,25.86029789,1.5,,,,,,,,,0.958839701,,,,"Z,E,S,2011",,
1206,Montz Pak B1-250M,5,244,45,,,,207,0.98,,36.08115049,1.5,,,,,,,,,0.939393152,,,,"Z,E,S,2011",,
1207,Montz Pak B1-250M,5,244,45,,,,207,0.98,,35.90138675,1.5,,,,,,,,,0.923616247,,,,"Z,E,S,2011",,
1208,Montz Pak B1-250M,5,244,45,,,,207,0.98,,46.12223934,1.5,,,,,,,,,0.984344944,,,,"Z,E,S,2011",,
1209,Montz Pak B1-250M,5,244,45,,,,207,0.98,,46.35336415,1.5,,,,,,,,,0.947549267,,,,"Z,E,S,2011",,
1210,Montz Pak B1-250M,5,244,45,,,,207,0.98,,46.25064201,1.5,,,,,,,,,0.927831342,,,,"Z,E,S,2011",,
1211,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,4.58,0,,,,,,,,,0.501483488,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1212,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,9.22,0,,,,,,,,,0.628869969,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1213,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,12.68,0,,,,,,,,,0.636932405,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1214,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,17.31,0,,,,,,,,,0.690144479,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1215,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,23.08,0,,,,,,,,,0.722394221,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1216,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,4.58,0,,,,,,,,,0.69498194,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1217,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,9.24,0,,,,,,,,,0.686919505,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1218,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,12.68,0,,,,,,,,,0.785281218,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1219,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,17.31,0,,,,,,,,,0.764318885,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1220,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,23.06,0,,,,,,,,,0.870743034,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1221,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,4.58,0,,,,,,,,,0.793343653,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1222,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,9.21,0,,,,,,,,,0.854618163,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1223,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,12.69,0,,,,,,,,,0.912667699,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1224,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,17.31,0,,,,,,,,,0.902992776,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1225,M752Y,0.7,510,45.00,,0.00985,0.0065,200,0.975,,23.06,0,,,,,,,,,0.923955108,,,,"Janzen, Steube, Aferka, Kenig, Crine, Marchot, Toye, 2013",,
1226,M350Y,0.8,350,45.00,,,,200,,,5.023255814,1.83,,,,,,,,,0.701256552,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1227,M350Y,0.8,350,45.00,,,,200,,,10.00930233,1.83,,,,,,,,,0.70145515,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1228,M350Y,0.8,350,45.00,,,,200,,,14.97674419,1.83,,,,,,,,,0.731548173,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1229,M350Y,0.8,350,45.00,,,,200,,,19.9627907,1.83,,,,,,,,,0.726191214,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1230,M350Y,0.8,350,45.00,,,,200,,,5.023255814,1.83,,,,,,,,,0.705753907,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1231,M350Y,0.8,350,45.00,,,,200,,,9.990697674,1.83,,,,,,,,,0.719180263,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1232,M350Y,0.8,350,45.00,,,,200,,,14.99534884,1.83,,,,,,,,,0.741600837,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1233,M350Y,0.8,350,45.00,,,,200,,,20,1.83,,,,,,,,,0.746031992,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1234,M350Y,0.8,350,45.00,,,,200,,,5.004651163,1.83,,,,,,,,,0.718981666,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1235,M350Y,0.8,350,45.00,,,,200,,,9.990697674,1.83,,,,,,,,,0.71574111,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1236,M350Y,0.8,350,45.00,,,,200,,,14.97674419,1.83,,,,,,,,,0.724140765,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1237,M350Y,0.8,350,45.00,,,,200,,,19.98139535,1.83,,,,,,,,,0.731746524,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1238,M350Y,0.8,350,45.00,,,,200,,,5.004651163,1.83,,,,,,,,,0.714484312,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1239,M350Y,0.8,350,45.00,,,,200,,,9.990697674,1.83,,,,,,,,,0.729762274,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1240,M350Y,0.8,350,45.00,,,,200,,,14.99534884,1.83,,,,,,,,,0.734193429,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1241,M350Y,0.8,350,45.00,,,,200,,,19.98139535,1.83,,,,,,,,,0.724603667,,,,"Bolenz, Fischer, Toye, Kenig, 2019",,
1242,Katapak SP12,1.6,300,,,,,200,,,12.0,0.51,,,,,,,,,0.472042246,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1243,Katapak SP12,1.6,300,,,,,200,,,20.0,0.51,,,,,,,,,0.579737244,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1244,Katapak SP12,1.6,300,,,,,200,,,25.0,0.51,,,,,,,,,0.740173072,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1245,Katapak SP12,1.6,300,,,,,200,,,31.0,0.51,,,,,,,,,0.710499749,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1246,Katapak SP12,1.6,300,,,,,200,,,12.0,0.77,,,,,,,,,0.484437865,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1247,Katapak SP12,1.6,300,,,,,200,,,20.0,0.77,,,,,,,,,0.573448508,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1248,Katapak SP12,1.6,300,,,,,200,,,25.0,0.77,,,,,,,,,0.758061621,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1249,Katapak SP12,1.6,300,,,,,200,,,31.0,0.77,,,,,,,,,0.720700683,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1250,Katapak SP12,1.6,300,,,,,200,,,12.0,1.03,,,,,,,,,0.539693568,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1251,Katapak SP12,1.6,300,,,,,200,,,20.0,1.03,,,,,,,,,0.64298987,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1252,Katapak SP12,1.6,300,,,,,200,,,25.0,1.03,,,,,,,,,0.679253465,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1253,Katapak SP12,1.6,300,,,,,200,,,31.0,1.03,,,,,,,,,0.793538735,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1254,Katapak SP12,1.6,300,,,,,200,,,12.0,1.28,,,,,,,,,0.530105032,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1255,Katapak SP12,1.6,300,,,,,200,,,20.0,1.28,,,,,,,,,0.679556555,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1256,Katapak SP12,1.6,300,,,,,200,,,25.0,1.28,,,,,,,,,0.838896596,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1257,Katapak SP12,1.6,300,,,,,200,,,12.0,1.54,,,,,,,,,0.521621611,,,,"Aferka, Marchot, Crine, Toye, 2010",,
1258,Katapak SP12,1.6,300,,,,,200,,,20.0,1.54,,,,,,,,,0.752389945,,,,"Aferka, Marchot, Crine, Toye, 2010",,
